product_id,store_id,order_date,selling_price,customer_id,order_id
P0475,S0085,7/17/2022,3256,1111114850,1111128519
P0421,S0112,7/25/2022,2928,1111119135,1111128520
P0073,S0104,9/11/2020,469,1111116564,1111128521
P0435,S0137,4/22/2020,1211,1111119366,1111128522
P0186,S0061,3/24/2021,1050,1111120346,1111128523
P0101,S0023,1/11/2021,2859,1111112258,1111128524
P0493,S0043,12/29/2023,4279,1111113116,1111128525
P0400,S0050,4/30/2022,686,1111120289,1111128526
P0602,S0004,6/26/2021,4315,1111113703,1111128527
P0729,S0063,5/2/2022,1724,1111117373,1111128528
P0642,S0096,9/24/2021,2541,1111121015,1111128529
P0333,S0113,10/12/2022,4780,1111119175,1111128530
P0355,S0104,3/27/2021,4267,1111114160,1111128531
P0438,S0014,1/4/2022,682,1111114001,1111128532
P0058,S0066,6/21/2022,2903,1111117935,1111128533
P0718,S0104,2/9/2023,1254,1111112959,1111128534
P0543,S0096,12/4/2023,4297,1111116831,1111128535
P0362,S0065,9/2/2023,2610,1111118465,1111128536
P0223,S0026,10/23/2023,2903,1111113332,1111128537
P0261,S0118,3/16/2023,2295,1111113964,1111128538
P0079,S0005,12/14/2020,1373,1111118710,1111128539
P0234,S0085,11/26/2021,813,1111118141,1111128540
P0458,S0125,6/27/2023,2672,1111114825,1111128541
P0296,S0098,1/16/2021,373,1111116873,1111128542
P0131,S0053,10/26/2023,2040,1111111217,1111128543
P0461,S0052,9/15/2021,2667,1111114639,1111128544
P0125,S0036,11/2/2020,1861,1111116185,1111128545
P0196,S0094,4/16/2023,1777,1111121961,1111128546
P0599,S0002,10/30/2023,4732,1111112978,1111128547
P0171,S0002,3/5/2021,913,1111113370,1111128548
P0671,S0088,6/6/2020,1881,1111111179,1111128549
P0514,S0104,6/14/2023,2569,1111112079,1111128550
P0417,S0050,9/15/2022,2431,1111114602,1111128551
P0527,S0055,12/5/2020,2359,1111112626,1111128552
P0304,S0052,5/31/2020,3550,1111117216,1111128553
P0490,S0122,3/22/2023,3358,1111114777,1111128554
P0099,S0054,1/2/2022,4333,1111116432,1111128555
P0148,S0024,5/12/2023,4544,1111113372,1111128556
P0436,S0083,9/20/2023,2151,1111111242,1111128557
P0458,S0060,3/25/2021,1586,1111118784,1111128558
P0572,S0108,7/11/2020,4968,1111121621,1111128559
P0324,S0082,5/25/2021,825,1111112211,1111128560
P0543,S0088,7/22/2022,2495,1111119090,1111128561
P0095,S0085,2/27/2021,833,1111118750,1111128562
P0261,S0082,11/29/2020,2156,1111111853,1111128563
P0608,S0038,8/17/2020,2097,1111114953,1111128564
P0186,S0055,8/11/2023,4114,1111115147,1111128565
P0389,S0091,12/21/2021,561,1111114612,1111128566
P0092,S0084,5/31/2020,2010,1111117321,1111128567
P0602,S0133,5/4/2022,4885,1111113955,1111128568
P0469,S0112,3/23/2022,4474,1111114906,1111128569
P0167,S0107,12/31/2023,153,1111119847,1111128570
P0286,S0024,4/30/2020,1803,1111121752,1111128571
P0704,S0097,4/18/2023,3909,1111120336,1111128572
P0587,S0096,9/28/2022,1339,1111112334,1111128573
P0499,S0048,4/5/2020,3614,1111114361,1111128574
P0581,S0095,10/10/2023,399,1111114039,1111128575
P0400,S0090,2/6/2023,3334,1111118550,1111128576
P0282,S0026,5/8/2022,4730,1111118460,1111128577
P0129,S0034,6/7/2021,4765,1111118596,1111128578
P0637,S0055,3/3/2021,1805,1111120485,1111128579
P0055,S0089,5/23/2023,1974,1111114318,1111128580
P0100,S0138,8/9/2022,1945,1111113467,1111128581
P0297,S0078,12/7/2021,1635,1111116294,1111128582
P0297,S0101,5/6/2023,4890,1111118793,1111128583
P0377,S0032,12/26/2021,4039,1111118194,1111128584
P0456,S0049,7/24/2022,934,1111117724,1111128585
P0671,S0026,5/31/2022,1487,1111116631,1111128586
P0389,S0122,4/9/2022,1130,1111114900,1111128587
P0435,S0113,8/20/2021,4321,1111121143,1111128588
P0287,S0084,10/7/2021,2993,1111115808,1111128589
P0639,S0014,1/3/2022,4264,1111118593,1111128590
P0590,S0068,12/18/2023,2196,1111114262,1111128591
P0237,S0094,10/23/2023,2654,1111112609,1111128592
P0459,S0024,7/12/2020,1153,1111113637,1111128593
P0017,S0023,8/1/2021,1546,1111120337,1111128594
P0690,S0072,8/13/2022,2381,1111112323,1111128595
P0185,S0102,9/6/2020,2586,1111112218,1111128596
P0163,S0019,5/5/2022,4153,1111116246,1111128597
P0438,S0094,9/8/2022,3700,1111114410,1111128598
P0689,S0128,9/30/2023,3436,1111119646,1111128599
P0514,S0088,3/6/2023,3338,1111120210,1111128600
P0660,S0107,9/28/2022,1793,1111112074,1111128601
P0216,S0066,11/6/2022,2101,1111119774,1111128602
P0042,S0052,11/22/2022,3772,1111111838,1111128603
P0524,S0038,8/22/2023,1463,1111114897,1111128604
P0167,S0042,3/16/2022,3061,1111118179,1111128605
P0421,S0110,5/18/2023,4957,1111119571,1111128606
P0237,S0085,10/16/2020,4584,1111116394,1111128607
P0036,S0029,6/2/2021,2087,1111118055,1111128608
P0659,S0133,2/17/2023,3553,1111121475,1111128609
P0206,S0096,2/7/2023,2979,1111119392,1111128610
P0169,S0040,1/24/2022,164,1111118181,1111128611
P0466,S0072,8/22/2023,3526,1111117575,1111128612
P0366,S0085,4/21/2022,4310,1111113830,1111128613
P0372,S0113,6/22/2023,3390,1111121349,1111128614
P0665,S0130,8/26/2021,4736,1111113872,1111128615
P0590,S0027,5/25/2021,403,1111121562,1111128616
P0602,S0069,6/3/2021,1067,1111121645,1111128617
P0382,S0085,7/19/2020,4693,1111116142,1111128618
P0690,S0142,7/30/2022,795,1111120436,1111128619
P0614,S0067,9/14/2020,3700,1111113414,1111128620
P0729,S0072,3/6/2023,2586,1111119958,1111128621
P0286,S0077,8/2/2023,4209,1111119581,1111128622
P0364,S0050,7/8/2020,2367,1111119959,1111128623
P0015,S0136,9/30/2021,4400,1111121585,1111128624
P0590,S0064,11/5/2020,2032,1111111882,1111128625
P0300,S0023,1/20/2021,367,1111119075,1111128626
P0651,S0043,5/10/2023,3709,1111116252,1111128627
P0204,S0038,4/19/2022,507,1111113819,1111128628
P0652,S0012,1/11/2021,574,1111116280,1111128629
P0689,S0126,1/25/2021,552,1111120825,1111128630
P0148,S0024,10/31/2021,1334,1111112813,1111128631
P0067,S0061,7/4/2020,1335,1111117359,1111128632
P0042,S0051,12/2/2023,1960,1111117531,1111128633
P0631,S0044,4/30/2023,591,1111111315,1111128634
P0355,S0113,5/3/2023,3645,1111112093,1111128635
P0740,S0096,9/18/2021,167,1111114583,1111128636
P0372,S0118,5/4/2023,4274,1111114859,1111128637
P0399,S0051,8/9/2022,4899,1111113686,1111128638
P0355,S0001,5/18/2023,1860,1111116854,1111128639
P0324,S0083,1/23/2023,4409,1111114141,1111128640
P0662,S0066,5/11/2023,4411,1111118776,1111128641
P0689,S0118,7/23/2022,2536,1111115474,1111128642
P0481,S0012,6/26/2022,4345,1111116347,1111128643
P0304,S0008,9/4/2020,4921,1111112915,1111128644
P0185,S0027,5/24/2022,2933,1111118952,1111128645
P0125,S0031,7/1/2023,983,1111115705,1111128646
P0390,S0077,8/21/2023,990,1111119704,1111128647
P0060,S0048,6/19/2021,4986,1111121688,1111128648
P0458,S0089,6/22/2020,4002,1111111697,1111128649
P0594,S0069,12/23/2020,841,1111114895,1111128650
P0551,S0124,1/26/2022,2553,1111114318,1111128651
P0741,S0101,1/9/2022,3840,1111112058,1111128652
P0614,S0003,4/14/2022,2673,1111121377,1111128653
P0206,S0075,2/21/2021,3444,1111120478,1111128654
P0390,S0030,12/23/2020,1862,1111116125,1111128655
P0703,S0031,10/22/2022,2939,1111112583,1111128656
P0390,S0030,1/3/2022,3486,1111118070,1111128657
P0312,S0104,9/1/2023,1633,1111121826,1111128658
P0635,S0008,10/26/2021,405,1111114705,1111128659
P0390,S0008,10/3/2020,696,1111119294,1111128660
P0353,S0063,9/25/2021,4634,1111120965,1111128661
P0001,S0085,3/26/2022,3926,1111117550,1111128662
P0735,S0020,5/27/2023,2103,1111121223,1111128663
P0499,S0046,10/10/2020,3843,1111117957,1111128664
P0720,S0013,2/23/2020,3389,1111118037,1111128665
P0260,S0107,12/10/2021,885,1111117197,1111128666
P0402,S0083,7/2/2020,4744,1111119353,1111128667
P0619,S0117,9/4/2023,4023,1111113436,1111128668
P0402,S0132,7/31/2021,3073,1111122048,1111128669
P0185,S0024,9/11/2020,3220,1111115031,1111128670
P0374,S0045,2/7/2021,679,1111117874,1111128671
P0018,S0096,12/23/2022,483,1111120113,1111128672
P0169,S0097,4/28/2022,4319,1111116195,1111128673
P0419,S0097,8/5/2023,3349,1111112057,1111128674
P0566,S0085,3/2/2021,4707,1111121364,1111128675
P0718,S0130,3/14/2021,3516,1111116636,1111128676
P0129,S0136,9/7/2023,3474,1111122104,1111128677
P0103,S0011,7/23/2021,4654,1111114305,1111128678
P0114,S0042,5/1/2021,461,1111117603,1111128679
P0055,S0082,2/13/2022,1029,1111114712,1111128680
P0520,S0061,3/29/2022,2817,1111120725,1111128681
P0277,S0097,4/11/2022,1971,1111115416,1111128682
P0412,S0052,4/4/2020,1483,1111119740,1111128683
P0296,S0060,8/28/2023,1225,1111118957,1111128684
P0536,S0100,12/29/2023,1145,1111121947,1111128685
P0017,S0037,3/22/2022,2693,1111115577,1111128686
P0246,S0096,11/11/2022,1062,1111120289,1111128687
P0712,S0108,6/17/2023,1177,1111114018,1111128688
P0129,S0075,12/8/2022,2344,1111114588,1111128689
P0116,S0113,9/27/2022,4564,1111120999,1111128690
P0177,S0133,10/22/2020,3693,1111112119,1111128691
P0372,S0023,1/6/2022,1566,1111113891,1111128692
P0279,S0112,12/9/2020,4470,1111111141,1111128693
P0116,S0020,1/25/2023,4285,1111121365,1111128694
P0470,S0005,7/21/2020,4110,1111117216,1111128695
P0402,S0010,2/24/2020,4854,1111117711,1111128696
P0333,S0137,4/17/2020,1454,1111112599,1111128697
P0061,S0091,10/20/2022,1107,1111121229,1111128698
P0602,S0102,9/5/2021,2191,1111119074,1111128699
P0682,S0015,1/27/2023,2830,1111116802,1111128700
P0327,S0039,5/29/2023,2175,1111111594,1111128701
P0415,S0126,4/5/2020,4057,1111117124,1111128702
P0212,S0106,5/20/2023,1139,1111116427,1111128703
P0051,S0049,5/16/2021,4463,1111119069,1111128704
P0504,S0110,4/9/2020,602,1111112330,1111128705
P0353,S0096,3/10/2022,4213,1111117977,1111128706
P0103,S0051,4/17/2023,598,1111121774,1111128707
P0103,S0031,4/20/2022,514,1111118333,1111128708
P0682,S0107,11/24/2021,4804,1111121405,1111128709
P0219,S0002,1/25/2021,2598,1111116006,1111128710
P0277,S0142,8/21/2022,2916,1111117191,1111128711
P0005,S0062,3/12/2023,3309,1111119753,1111128712
P0685,S0066,7/9/2023,4109,1111116582,1111128713
P0428,S0031,3/15/2020,3483,1111119003,1111128714
P0060,S0026,7/15/2020,2940,1111117045,1111128715
P0327,S0125,10/19/2020,941,1111116801,1111128716
P0428,S0130,6/27/2022,4335,1111121792,1111128717
P0394,S0122,8/20/2022,1090,1111118455,1111128718
P0195,S0042,1/1/2021,1970,1111116305,1111128719
P0005,S0085,3/2/2020,3422,1111114898,1111128720
P0066,S0038,5/22/2020,2733,1111117901,1111128721
P0602,S0104,7/12/2023,1994,1111115941,1111128722
P0372,S0117,2/20/2022,2375,1111113128,1111128723
P0400,S0088,5/23/2021,481,1111119874,1111128724
P0227,S0021,12/22/2021,986,1111112237,1111128725
P0198,S0138,11/2/2022,1363,1111121571,1111128726
P0001,S0012,9/10/2020,3919,1111111793,1111128727
P0439,S0031,1/8/2022,3470,1111117108,1111128728
P0220,S0144,8/25/2022,3383,1111122120,1111128729
P0660,S0090,2/7/2023,4262,1111122052,1111128730
P0585,S0101,6/22/2023,3265,1111112014,1111128731
P0509,S0066,4/10/2022,2772,1111111435,1111128732
P0406,S0066,6/9/2020,3157,1111111542,1111128733
P0485,S0028,4/27/2020,1965,1111114756,1111128734
P0412,S0066,12/3/2021,3829,1111116876,1111128735
P0645,S0056,11/28/2023,186,1111114224,1111128736
P0539,S0026,8/16/2022,3957,1111117521,1111128737
P0097,S0095,5/5/2021,2737,1111115853,1111128738
P0402,S0091,9/1/2023,2421,1111119652,1111128739
P0657,S0050,1/16/2020,3840,1111111753,1111128740
P0268,S0069,10/20/2020,2865,1111119195,1111128741
P0355,S0040,1/17/2023,3866,1111113535,1111128742
P0741,S0051,11/21/2022,3406,1111120866,1111128743
P0500,S0095,10/31/2020,4727,1111112535,1111128744
P0336,S0043,10/6/2022,3772,1111114186,1111128745
P0637,S0013,6/24/2021,3145,1111112346,1111128746
P0712,S0107,2/12/2022,713,1111111399,1111128747
P0499,S0142,7/27/2020,2018,1111119540,1111128748
P0663,S0034,4/29/2022,672,1111117986,1111128749
P0587,S0137,8/29/2023,1894,1111113055,1111128750
P0198,S0061,4/25/2021,2916,1111122203,1111128751
P0574,S0112,11/13/2022,2707,1111113014,1111128752
P0167,S0066,7/30/2021,931,1111118740,1111128753
P0051,S0012,5/17/2022,371,1111118182,1111128754
P0078,S0020,7/7/2022,1186,1111112267,1111128755
P0347,S0094,3/20/2020,3694,1111121895,1111128756
P0593,S0042,3/30/2023,2993,1111121293,1111128757
P0005,S0026,3/22/2023,1451,1111113618,1111128758
P0551,S0067,1/28/2020,1087,1111117092,1111128759
P0453,S0045,12/28/2021,2816,1111116141,1111128760
P0046,S0043,7/29/2020,1546,1111111239,1111128761
P0663,S0020,11/2/2023,763,1111111701,1111128762
P0260,S0045,10/12/2021,1250,1111118123,1111128763
P0364,S0013,8/31/2020,4652,1111119847,1111128764
P0436,S0112,8/15/2022,3898,1111115714,1111128765
P0277,S0085,12/9/2022,1352,1111118501,1111128766
P0485,S0138,2/26/2021,4357,1111116312,1111128767
P0572,S0041,3/27/2021,953,1111111923,1111128768
P0125,S0045,2/25/2023,2130,1111120002,1111128769
P0376,S0095,10/5/2021,3359,1111117854,1111128770
P0438,S0034,1/8/2022,2553,1111118650,1111128771
P0131,S0125,1/8/2023,3186,1111113862,1111128772
P0608,S0090,7/2/2020,2380,1111113362,1111128773
P0241,S0094,7/26/2021,1308,1111122087,1111128774
P0569,S0026,7/2/2020,4810,1111120643,1111128775
P0510,S0085,10/15/2023,2129,1111117077,1111128776
P0103,S0016,8/4/2023,4297,1111117182,1111128777
P0348,S0126,3/21/2021,183,1111120168,1111128778
P0400,S0081,6/14/2023,380,1111114151,1111128779
P0055,S0091,1/27/2023,4880,1111114642,1111128780
P0438,S0022,4/13/2022,4747,1111118197,1111128781
P0311,S0035,5/7/2020,669,1111119292,1111128782
P0419,S0026,10/11/2020,4749,1111113994,1111128783
P0068,S0043,7/17/2020,787,1111115727,1111128784
P0504,S0067,12/13/2022,3696,1111119579,1111128785
P0427,S0135,6/7/2021,3095,1111112361,1111128786
P0079,S0102,12/24/2022,4271,1111115710,1111128787
P0090,S0102,4/24/2021,2748,1111121744,1111128788
P0435,S0027,10/24/2022,3140,1111119746,1111128789
P0427,S0058,2/13/2020,3104,1111112103,1111128790
P0726,S0096,3/30/2022,4081,1111122192,1111128791
P0189,S0126,2/4/2022,3120,1111116460,1111128792
P0333,S0016,3/2/2022,1321,1111113265,1111128793
P0083,S0021,4/18/2021,3055,1111120378,1111128794
P0639,S0062,4/11/2023,2301,1111117551,1111128795
P0726,S0009,4/2/2020,2144,1111116928,1111128796
P0453,S0040,6/30/2021,185,1111115351,1111128797
P0425,S0075,3/13/2020,4130,1111111765,1111128798
P0283,S0105,11/11/2021,2531,1111114049,1111128799
P0701,S0061,3/18/2022,1944,1111119163,1111128800
P0304,S0052,11/16/2022,2616,1111115802,1111128801
P0279,S0107,3/5/2020,4992,1111113475,1111128802
P0514,S0061,10/4/2020,2128,1111121574,1111128803
P0421,S0038,5/17/2023,3408,1111114649,1111128804
P0663,S0002,4/28/2023,4525,1111113783,1111128805
P0364,S0017,2/8/2020,1220,1111113993,1111128806
P0737,S0020,11/16/2020,4446,1111120846,1111128807
P0114,S0126,7/18/2021,3499,1111117215,1111128808
P0276,S0072,4/6/2023,3714,1111114478,1111128809
P0114,S0064,4/6/2023,630,1111117393,1111128810
P0116,S0030,10/30/2023,178,1111119819,1111128811
P0296,S0065,12/17/2023,3581,1111114058,1111128812
P0282,S0115,7/1/2022,3615,1111111632,1111128813
P0497,S0112,1/4/2022,4723,1111121704,1111128814
P0103,S0119,2/11/2023,4181,1111120859,1111128815
P0726,S0140,6/27/2020,4597,1111119349,1111128816
P0341,S0012,3/30/2020,2389,1111121507,1111128817
P0327,S0055,11/27/2022,4306,1111120111,1111128818
P0055,S0033,1/2/2022,1645,1111121595,1111128819
P0144,S0031,10/17/2023,1883,1111113424,1111128820
P0726,S0119,11/26/2021,869,1111116757,1111128821
P0470,S0022,6/2/2021,4262,1111111747,1111128822
P0436,S0023,4/22/2023,403,1111116621,1111128823
P0175,S0130,4/7/2023,688,1111111378,1111128824
P0712,S0082,8/24/2021,2516,1111112249,1111128825
P0678,S0084,2/23/2021,2540,1111113768,1111128826
P0569,S0076,5/14/2021,2641,1111120181,1111128827
P0197,S0108,10/19/2023,2858,1111111905,1111128828
P0073,S0017,6/14/2021,3881,1111119138,1111128829
P0241,S0097,2/16/2020,3463,1111116546,1111128830
P0147,S0067,2/14/2022,655,1111118126,1111128831
P0437,S0048,5/8/2023,1545,1111118155,1111128832
P0726,S0025,10/18/2020,1226,1111117306,1111128833
P0490,S0125,10/21/2022,2600,1111118254,1111128834
P0324,S0049,5/14/2020,2600,1111120705,1111128835
P0035,S0105,3/3/2020,3944,1111119675,1111128836
P0162,S0056,12/1/2021,435,1111114177,1111128837
P0312,S0066,2/26/2021,4414,1111121613,1111128838
P0663,S0117,11/19/2022,3164,1111119972,1111128839
P0615,S0061,12/16/2021,271,1111116564,1111128840
P0261,S0063,12/7/2020,1167,1111115318,1111128841
P0388,S0123,3/24/2021,2609,1111116386,1111128842
P0660,S0065,12/19/2021,1338,1111113575,1111128843
P0175,S0114,5/30/2020,4484,1111115027,1111128844
P0242,S0031,8/24/2021,710,1111119788,1111128845
P0212,S0071,2/27/2021,2521,1111115284,1111128846
P0386,S0048,11/11/2022,2985,1111120438,1111128847
P0664,S0135,12/22/2023,1327,1111113668,1111128848
P0129,S0124,7/27/2022,4736,1111111586,1111128849
P0639,S0091,8/20/2023,3376,1111117757,1111128850
P0205,S0108,10/24/2021,381,1111111160,1111128851
P0689,S0093,7/27/2021,1828,1111121604,1111128852
P0185,S0094,8/24/2020,4080,1111111271,1111128853
P0652,S0004,11/11/2022,3942,1111121909,1111128854
P0639,S0064,3/12/2020,2249,1111111111,1111128855
P0509,S0015,3/6/2022,2126,1111117613,1111128856
P0682,S0062,10/17/2020,1146,1111121271,1111128857
P0654,S0108,7/21/2023,4637,1111118568,1111128858
P0372,S0118,11/28/2023,3790,1111119696,1111128859
P0454,S0023,12/3/2022,291,1111113662,1111128860
P0110,S0056,9/5/2021,2207,1111119337,1111128861
P0131,S0080,6/12/2022,3939,1111114347,1111128862
P0057,S0001,1/1/2023,2179,1111114776,1111128863
P0061,S0102,7/16/2021,4558,1111115066,1111128864
P0219,S0093,9/25/2020,659,1111111151,1111128865
P0663,S0077,9/22/2021,3519,1111120338,1111128866
P0082,S0031,3/22/2020,1871,1111117735,1111128867
P0726,S0020,6/23/2023,1868,1111121977,1111128868
P0689,S0074,4/11/2023,3367,1111113635,1111128869
P0018,S0027,9/30/2021,1256,1111118434,1111128870
P0054,S0013,2/8/2020,1008,1111119026,1111128871
P0317,S0115,11/21/2020,4653,1111121048,1111128872
P0500,S0035,10/18/2022,3116,1111121354,1111128873
P0017,S0058,12/30/2020,3142,1111116535,1111128874
P0574,S0144,1/16/2020,3485,1111117970,1111128875
P0059,S0126,8/7/2021,4982,1111117621,1111128876
P0619,S0104,7/15/2022,2904,1111121102,1111128877
P0417,S0102,11/28/2022,2913,1111119475,1111128878
P0639,S0066,5/29/2023,1769,1111116563,1111128879
P0258,S0048,2/1/2020,1995,1111115209,1111128880
P0579,S0103,11/15/2022,112,1111115424,1111128881
P0684,S0085,9/26/2020,3328,1111122060,1111128882
P0327,S0105,11/15/2020,335,1111121378,1111128883
P0226,S0101,2/14/2020,836,1111121079,1111128884
P0466,S0001,1/20/2021,3509,1111111930,1111128885
P0437,S0066,5/28/2023,3958,1111112161,1111128886
P0590,S0053,7/19/2022,1956,1111117342,1111128887
P0436,S0040,3/13/2023,3364,1111117534,1111128888
P0718,S0131,6/1/2023,3660,1111118420,1111128889
P0500,S0114,11/2/2023,3778,1111113791,1111128890
P0671,S0117,11/26/2022,2274,1111112672,1111128891
P0389,S0103,9/1/2023,4299,1111120558,1111128892
P0619,S0081,5/3/2020,496,1111113895,1111128893
P0428,S0058,2/9/2022,741,1111114429,1111128894
P0077,S0115,9/30/2021,3322,1111111348,1111128895
P0125,S0134,10/30/2020,1922,1111112259,1111128896
P0144,S0005,9/25/2022,3977,1111115932,1111128897
P0372,S0050,2/19/2022,3711,1111113437,1111128898
P0147,S0049,3/22/2022,1924,1111119210,1111128899
P0389,S0082,2/22/2020,267,1111113581,1111128900
P0327,S0112,9/26/2023,2103,1111112033,1111128901
P0171,S0041,6/17/2021,1465,1111112715,1111128902
P0470,S0117,6/8/2023,1089,1111120202,1111128903
P0489,S0085,10/3/2021,653,1111116118,1111128904
P0046,S0025,2/5/2022,149,1111117287,1111128905
P0735,S0101,6/16/2020,902,1111122042,1111128906
P0090,S0130,6/4/2022,2990,1111116013,1111128907
P0297,S0001,7/5/2021,4756,1111118102,1111128908
P0701,S0112,2/10/2023,1167,1111111320,1111128909
P0286,S0097,2/16/2021,885,1111112640,1111128910
P0663,S0003,9/22/2021,2022,1111116748,1111128911
P0527,S0106,2/12/2022,699,1111119442,1111128912
P0548,S0024,8/4/2020,2983,1111118389,1111128913
P0514,S0110,12/22/2021,3820,1111111825,1111128914
P0201,S0117,4/12/2021,968,1111113928,1111128915
P0663,S0123,1/15/2020,4377,1111117770,1111128916
P0083,S0116,11/23/2021,1425,1111120452,1111128917
P0640,S0142,1/3/2023,1259,1111117110,1111128918
P0388,S0012,9/27/2020,3229,1111115074,1111128919
P0260,S0052,10/16/2023,1189,1111113023,1111128920
P0283,S0105,6/9/2021,4614,1111121020,1111128921
P0372,S0143,7/1/2023,371,1111112008,1111128922
P0347,S0115,1/10/2023,3537,1111119765,1111128923
P0569,S0102,5/18/2022,1138,1111117057,1111128924
P0454,S0012,5/28/2023,3591,1111120760,1111128925
P0730,S0038,3/3/2021,4312,1111118880,1111128926
P0051,S0074,12/2/2023,3846,1111121960,1111128927
P0628,S0085,5/23/2021,416,1111112600,1111128928
P0261,S0096,10/19/2020,1764,1111115890,1111128929
P0483,S0060,6/3/2020,1311,1111117041,1111128930
P0376,S0101,2/22/2023,458,1111115224,1111128931
P0732,S0132,3/6/2021,1117,1111116031,1111128932
P0227,S0048,9/16/2022,4164,1111114970,1111128933
P0327,S0059,11/20/2021,1293,1111115452,1111128934
P0694,S0040,2/12/2020,2911,1111115587,1111128935
P0394,S0100,12/3/2023,3741,1111114943,1111128936
P0083,S0023,4/15/2020,2131,1111116575,1111128937
P0364,S0076,2/5/2022,850,1111114048,1111128938
P0417,S0050,3/12/2023,2057,1111112215,1111128939
P0185,S0132,8/9/2021,3172,1111111531,1111128940
P0611,S0028,10/31/2022,3392,1111121716,1111128941
P0425,S0070,10/11/2022,1297,1111113221,1111128942
P0075,S0085,3/2/2023,2106,1111114980,1111128943
P0101,S0031,9/1/2020,3746,1111120012,1111128944
P0575,S0005,10/5/2023,3285,1111116829,1111128945
P0082,S0051,1/1/2020,1364,1111111940,1111128946
P0608,S0073,2/19/2022,4275,1111118028,1111128947
P0584,S0096,1/11/2021,4945,1111113444,1111128948
P0520,S0132,5/26/2020,2547,1111120952,1111128949
P0286,S0044,1/5/2023,2721,1111116271,1111128950
P0286,S0097,2/6/2021,3360,1111119476,1111128951
P0394,S0104,5/14/2020,3595,1111117512,1111128952
P0453,S0031,4/30/2023,4066,1111118280,1111128953
P0695,S0031,6/3/2021,1964,1111118248,1111128954
P0438,S0133,2/20/2022,508,1111114579,1111128955
P0679,S0126,5/6/2022,4076,1111113396,1111128956
P0524,S0013,2/27/2020,1920,1111112122,1111128957
P0682,S0055,7/13/2020,1211,1111114830,1111128958
P0035,S0014,6/7/2020,3675,1111114254,1111128959
P0101,S0085,7/31/2020,2008,1111118640,1111128960
P0730,S0056,10/18/2020,676,1111114376,1111128961
P0664,S0054,12/29/2020,1959,1111120895,1111128962
P0731,S0056,10/18/2020,4476,1111113749,1111128963
P0151,S0038,2/20/2020,2010,1111114098,1111128964
P0201,S0030,11/26/2022,1150,1111121692,1111128965
P0042,S0072,6/22/2020,1087,1111114925,1111128966
P0233,S0122,2/11/2022,4361,1111121397,1111128967
P0454,S0049,11/27/2023,3605,1111114062,1111128968
P0569,S0009,10/1/2021,2807,1111114448,1111128969
P0591,S0010,9/19/2023,4974,1111111419,1111128970
P0527,S0018,3/1/2020,104,1111117192,1111128971
P0712,S0117,10/19/2020,1077,1111120256,1111128972
P0218,S0038,11/3/2020,4463,1111112100,1111128973
P0070,S0138,9/1/2022,445,1111115130,1111128974
P0175,S0021,9/21/2022,2385,1111122207,1111128975
P0593,S0110,10/20/2022,1705,1111112348,1111128976
P0130,S0078,3/31/2023,3818,1111116607,1111128977
P0400,S0009,3/17/2020,2132,1111115296,1111128978
P0637,S0001,1/17/2023,3131,1111119695,1111128979
P0511,S0126,11/1/2023,2578,1111115806,1111128980
P0201,S0016,5/11/2020,898,1111120213,1111128981
P0425,S0035,7/26/2020,1108,1111115184,1111128982
P0097,S0115,10/31/2023,4811,1111118049,1111128983
P0177,S0107,6/5/2021,2487,1111121485,1111128984
P0129,S0133,2/24/2020,2664,1111116684,1111128985
P0428,S0051,4/30/2023,3373,1111115131,1111128986
P0169,S0142,11/28/2020,1902,1111115341,1111128987
P0673,S0055,3/10/2020,4508,1111116658,1111128988
P0663,S0082,6/24/2021,1913,1111119440,1111128989
P0171,S0108,3/26/2021,2375,1111116966,1111128990
P0647,S0090,1/22/2020,2714,1111115173,1111128991
P0428,S0139,1/13/2021,3950,1111121502,1111128992
P0678,S0002,4/12/2023,2756,1111117081,1111128993
P0304,S0063,11/8/2020,4065,1111116503,1111128994
P0587,S0031,4/15/2020,1497,1111112175,1111128995
P0642,S0016,4/5/2021,4176,1111111567,1111128996
P0044,S0102,12/20/2023,2428,1111117560,1111128997
P0747,S0069,6/10/2020,1249,1111113331,1111128998
P0514,S0113,4/11/2021,4423,1111118788,1111128999
P0183,S0051,10/17/2021,4211,1111121821,1111129000
P0572,S0108,1/17/2022,2153,1111115206,1111129001
P0611,S0131,10/17/2022,4730,1111117609,1111129002
P0585,S0066,1/28/2021,2171,1111120838,1111129003
P0514,S0111,10/25/2021,1188,1111112106,1111129004
P0712,S0093,5/22/2021,1638,1111120732,1111129005
P0514,S0088,8/16/2022,3552,1111111327,1111129006
P0312,S0090,11/15/2023,2164,1111111943,1111129007
P0666,S0031,10/21/2020,4003,1111117825,1111129008
P0131,S0073,8/20/2022,3469,1111119184,1111129009
P0317,S0110,4/10/2022,1554,1111119870,1111129010
P0470,S0104,1/12/2020,1194,1111116368,1111129011
P0415,S0112,1/1/2022,1126,1111121677,1111129012
P0587,S0052,3/30/2020,475,1111112399,1111129013
P0328,S0138,11/23/2020,1096,1111120141,1111129014
P0652,S0066,9/22/2022,1346,1111114669,1111129015
P0436,S0005,2/28/2020,2862,1111115534,1111129016
P0060,S0094,1/26/2022,566,1111112310,1111129017
P0333,S0136,11/9/2021,4666,1111113756,1111129018
P0572,S0116,1/12/2020,2079,1111122222,1111129019
P0491,S0043,11/14/2020,4682,1111116971,1111129020
